Node_ID,Node_Text,P&ID,Equipment_Tag,Equipment_Description,Design_Conditions
Node 41824,"Hot Oil Heater, F-81314; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-73992, PM-56446), including natural gas and combustion air",99-DWG-2162,EX-70814,Diesel Stripper Reboiler,- Shell MAWP = 287 psig @ 650 degF - Shell MDMT = 287 psig @ 20 degF - Tube MAWP = 276 psig @ 700 degF - Tube MDMT = 276 psig @ 20 degF - Duty = 54.3 MMBTU/Hr
Node 41824,"Hot Oil Heater, F-81314; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-73992, PM-56446), including natural gas and combustion air",13040-D-61869-1,F-33219,Hot Oil Heater,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 650F when exchangers are fouled Hot oil to Heat Exchanger EX-76255, Heat Exchanger EX-60820A/B, Heat Exchanger EX-75469, Heat Exchanger EX-70814 EX-76255: - Shell MAWP = 287 psig @ 650 degF - Shell MDMT = 287 psig @ 20 degF - Tube MAWP = 276 psig @ 700 degF - Tube MDMT = 276 psig @ 20 degF - Duty = 54.3 MMBTU/Hr EX-60820: - Shell MAWP = 227 psig @ 650 degF - Shell MDMT = 227 psig @ 20 degF - Tube MAWP = 218 psig @ 700 degF - Tube MDMT = 218 psig @ 20 degF - Duty = 121.7 MMBTU/Hr PV-73992: - Design = 50 psig MAWP @ 650 degF PM-56446A/B/C/D: - MAWP = 529 psig @ 625 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-8581,PV-13986,Y-Grade Storage Sphere,"- Design = 120 psig MAWP @ 210/- 20 degF and Full Vac @ - 20 degF - Capacity = 23,044 bbls"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-4773,PM-12480A/B/C,Multi-Stage Vertical Turbine Pump,"- Design = 1000 GPM, 60 HP @ 1785 RPM - Temp = 120 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-9655,F-86126/502,Truck Unloading Filter,- Design = 285 psig @ 150 degF - MDMT = -20 degF @ 285 psig
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-9655,LR-86126,Truck Loading Skid,"- Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 285 psig @ 100 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-9655,PM-86126,Prover Drain Pump,- Capacity = 2 GPM - Design = 1 HP @ 1725 RPM
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-5205,LR-21246,Truck Loading and Unloading Skid,"- Loading Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 150 psig @ 100 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-5205,F-85600/504,Truck Loading Filter,"PV-13986 and PV-64427 - 20,000 bbl each; pump PM-12480A/B/C - 1000 GPM, LR-86126/502 loading racks, Water draw off - 2x/shift; Typically only run PM-12480C, as this is the only PM-12480 pump that has an inline strainer to prevent solids. PV-13986: - Design = 120 psig MAWP @ 210/- 20 degF and Full Vac @ - 20 degF - Capacity = 23,044 bbls PM-12480A/B/C: - Design = 1000 GPM, 60 HP @ 1785 RPM - Temp = 120 degF F-86126/502: - Design = 285 psig @ 150 degF - MDMT = -20 degF @ 285 psig LR-86126: - Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 285 psig @ 100 degF PM-86126: - Capacity = 2 GPM - Design = 1 HP @ 1725 RPM LR-21246: - Loading Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 150 psig @ 100 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-5205,PM-21246,Prover Drain PO,"PV-13986 and PV-64427 - 20,000 bbl each; pump PM-12480A/B/C - 1000 GPM, LR-86126/502 loading racks, Water draw off - 2x/shift; Typically only run PM-12480C, as this is the only PM-12480 pump that has an inline strainer to prevent solids. PV-13986: - Design = 120 psig MAWP @ 210/- 20 degF and Full Vac @ - 20 degF - Capacity = 23,044 bbls PM-12480A/B/C: - Design = 1000 GPM, 60 HP @ 1785 RPM - Temp = 120 degF F-86126/502: - Design = 285 psig @ 150 degF - MDMT = -20 degF @ 285 psig LR-86126: - Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 285 psig @ 100 degF PM-86126: - Capacity = 2 GPM - Design = 1 HP @ 1725 RPM LR-21246: - Loading Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 150 psig @ 100 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-6254,LR-21246,Truck Loading and Unloading Skid,"- Loading Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 150 psig @ 100 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-6254,F-63384/506,Truck Unloading Filter,"PV-13986 and PV-64427 - 20,000 bbl each; pump PM-12480A/B/C - 1000 GPM, LR-86126/502 loading racks, Water draw off - 2x/shift; Typically only run PM-12480C, as this is the only PM-12480 pump that has an inline strainer to prevent solids. PV-13986: - Design = 120 psig MAWP @ 210/- 20 degF and Full Vac @ - 20 degF - Capacity = 23,044 bbls PM-12480A/B/C: - Design = 1000 GPM, 60 HP @ 1785 RPM - Temp = 120 degF F-86126/502: - Design = 285 psig @ 150 degF - MDMT = -20 degF @ 285 psig LR-86126: - Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 285 psig @ 100 degF PM-86126: - Capacity = 2 GPM - Design = 1 HP @ 1725 RPM LR-21246: - Loading Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 150 psig @ 100 degF"
Node 52650,"Butane/Y Grade Storage Sphere, pumps and truck rack",99-DWG-5074,PV-64427,Butane/Y-Grade Storage Sphere,"PV-13986 and PV-64427 - 20,000 bbl each; pump PM-12480A/B/C - 1000 GPM, LR-86126/502 loading racks, Water draw off - 2x/shift; Typically only run PM-12480C, as this is the only PM-12480 pump that has an inline strainer to prevent solids. PV-13986: - Design = 120 psig MAWP @ 210/- 20 degF and Full Vac @ - 20 degF - Capacity = 23,044 bbls PM-12480A/B/C: - Design = 1000 GPM, 60 HP @ 1785 RPM - Temp = 120 degF F-86126/502: - Design = 285 psig @ 150 degF - MDMT = -20 degF @ 285 psig LR-86126: - Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 285 psig @ 100 degF PM-86126: - Capacity = 2 GPM - Design = 1 HP @ 1725 RPM LR-21246: - Loading Size = 6"" - 500 GPM each bay, 1000 GPM total flow - Design = 150 psig @ 100 degF"
Node 38112,"Flare, Flare Knockout Drum, Flare Knockout Drum Pump (PV- 305, PM-43641) and Flare, Flow switch FL-85833",99-DWG-5351,PV-14664,Flare Knockout Drum,- MAWP = 50 psig @ 300 degF - MDMT = 10 degF
Node 38112,"Flare, Flare Knockout Drum, Flare Knockout Drum Pump (PV- 305, PM-43641) and Flare, Flow switch FL-85833",99-DWG-5351,PM-43641A/B,Flare Knockout Pump,"- Design = 185 GPM, 15 HP, 1750 RPM, 31-119 degF @ deltaP 50 psi"
Node 84873,"Aqueous Ammonia Heater System (PV-76255, PM-67967A/B, BM- 105A/B)",99-DWG-2016,F-81314,Hot Oil Heater,"Ammonia injection into hot oil heater stack. NH3 vaporized with warmed air. 10,000 gallon storage tank of 19% aqueous NH3, filled ~ quarterly."
Node 84873,"Aqueous Ammonia Heater System (PV-76255, PM-67967A/B, BM- 105A/B)",13J0010_100101,PV-76255,Ammonia Storage Tank,"Ammonia injection into hot oil heater stack. NH3 vaporized with warmed air. 10,000 gallon storage tank of 19% aqueous NH3, filled ~ quarterly."
Node 84873,"Aqueous Ammonia Heater System (PV-76255, PM-67967A/B, BM- 105A/B)",13J0010_100101,PM-67967A/B,NH3 Forwarding Pump,"Ammonia injection into hot oil heater stack. NH3 vaporized with warmed air. 10,000 gallon storage tank of 19% aqueous NH3, filled ~ quarterly."
Node 84873,"Aqueous Ammonia Heater System (PV-76255, PM-67967A/B, BM- 105A/B)",13J0010_100101,BM-17647A/B,Dilution Air Blower,"Ammonia injection into hot oil heater stack. NH3 vaporized with warmed air. 10,000 gallon storage tank of 19% aqueous NH3, filled ~ quarterly."
Node 84873,"Aqueous Ammonia Heater System (PV-76255, PM-67967A/B, BM- 105A/B)",13J0039_100101,PM-24946A/B,NH3 Forwarding Pump,"Ammonia injection into hot oil heater stack. NH3 vaporized with warmed air. 10,000 gallon storage tank of 19% aqueous NH3, filled ~ quarterly."
Node 84873,"Aqueous Ammonia Heater System (PV-76255, PM-67967A/B, BM- 105A/B)",13J0039_100101,BM-11689A/B,Dilution Air Blower,"Ammonia injection into hot oil heater stack. NH3 vaporized with warmed air. 10,000 gallon storage tank of 19% aqueous NH3, filled ~ quarterly."
Node 46038,Natural Gas/Fuel Gas Header,99-DWG-5469,PM-81314A/B,Naphtha Stabilizer Overhead Pumps,"Natural gas received from KM pipeline, not odorized"
Node 46038,Natural Gas/Fuel Gas Header,99-DWG-5469,PV-81314,Naphtha Stabilizer Accumulator,"Natural gas received from KM pipeline, not odorized"
Node 46038,Natural Gas/Fuel Gas Header,99-DWG-5469 Redline,PM-81314A/B,Naphtha Stabilizer Overhead Pumps,"Natural gas received from KM pipeline, not odorized"
Node 46038,Natural Gas/Fuel Gas Header,99-DWG-5469 Redline,PV-81314,Naphtha Stabilizer Accumulator,"Natural gas received from KM pipeline, not odorized"
Node 46038,Natural Gas/Fuel Gas Header,99-DWG-7560,T-56446,COMBI Tower,"Natural gas received from KM pipeline, not odorized"
Node 46038,Natural Gas/Fuel Gas Header,99-DWG-7054,FL-82745,Vertical Filter Separator,"Natural gas received from KM pipeline, not odorized"
Node 37603,Hydrocarbon Drain,99-DWG-9342,TK-81314,Hydrocarbon Sump,- Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal
Node 37603,Hydrocarbon Drain,99-DWG-9342,PM-83821A/B,Hydrocarbon Sump Pumps,"- Design = 250 GPM, 15 HP, 3500 RPM - Temp = 75 degF @ 35 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5906 Redline,PM-53688A/B/C,Condensate Feed Pumps,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5906 Redline,FL-81314A/B,Condensate Feed Filter/Coalescer,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5906,PM-53688A/B/C,Condensate Feed Pumps,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5906,FL-81314A/B,Condensate Feed Filter/Coalescer,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5469,PM-81314A/B,Naphtha Stabilizer Overhead Pumps,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5469,PV-81314,Naphtha Stabilizer Accumulator,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5469 Redline,PM-81314A/B,Naphtha Stabilizer Overhead Pumps,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-5469 Redline,PV-81314,Naphtha Stabilizer Accumulator,"8000 gallon sump, pumped to TK 5 TK-56446: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-48584A/B: - Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 38095,Wastewater Drain,99-DWG-9283,TK-56446,Contact Water Sump,- Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal
Node 38095,Wastewater Drain,99-DWG-9283,PM-48584A/B,Contact Water Sump Pumps,"- Design = 100 GPM, 5 HP, 3515/3530 RPM - Temp = AMB @ 26 psi deltaP"
Node 98747,Air Compressor System,1318317118 SHT 1,CM-56446A/B,"Air Compressors A, B","- Design = 192 CFM @ 174 psig, 60 HP"
Node 98747,Air Compressor System,1318317118 SHT 2,PV-53688,Air Receiver (Wet),"Splitter 1 air system and common air header for both splitters; Two compressors for each splitter train, tied into common header. Splitter 2 compressors are larger than Splitter 1. CM-56446A/B: - Design = 192 CFM @ 174 psig, 60 HP PV-59044: - Design = 200 psig ASME @ 400 degF, 1040 Gal DR-81314: - Design = 232 psig @ 100 degF FL-59524A/B: - Design = 102 psig @ 68 degF; 254 CFM @ 102 psi FL-76255: - Design = 102 psig @ 68 degF; 254 CFM @ 102 psi"
Node 98747,Air Compressor System,1318317118 SHT 3,DR-81314,Air Dryer Desiccant,- Design = 232 psig @ 100 degF
Node 98747,Air Compressor System,1318317118 SHT 3,FL-59524 A/B,Service Air Filter,"Splitter 1 air system and common air header for both splitters; Two compressors for each splitter train, tied into common header. Splitter 2 compressors are larger than Splitter 1. CM-56446A/B: - Design = 192 CFM @ 174 psig, 60 HP PV-59044: - Design = 200 psig ASME @ 400 degF, 1040 Gal DR-81314: - Design = 232 psig @ 100 degF FL-59524A/B: - Design = 102 psig @ 68 degF; 254 CFM @ 102 psi FL-76255: - Design = 102 psig @ 68 degF; 254 CFM @ 102 psi"
Node 98747,Air Compressor System,1318317118 SHT 3,FL-76255,Service Air Filter,- Design = 102 psig @ 68 degF; 254 CFM @ 102 psi
Node 98747,Air Compressor System,1318317118 SHT 4,FL-60820,Service Air Filter,"Splitter 1 air system and common air header for both splitters; Two compressors for each splitter train, tied into common header. Splitter 2 compressors are larger than Splitter 1. CM-56446A/B: - Design = 192 CFM @ 174 psig, 60 HP PV-59044: - Design = 200 psig ASME @ 400 degF, 1040 Gal DR-81314: - Design = 232 psig @ 100 degF FL-59524A/B: - Design = 102 psig @ 68 degF; 254 CFM @ 102 psi FL-76255: - Design = 102 psig @ 68 degF; 254 CFM @ 102 psi"
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-3187 Redline,FL-33219A/B,Condensate Feed Filter/Coalescer,- MAWP = 325 psig @ 120 degF - Capacity = 1460 GPM
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-3187,FL-33219A/B,Condensate Feed Filter/Coalescer,- MAWP = 325 psig @ 120 degF - Capacity = 1460 GPM
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1529,EX-33219,Light Naphtha to Feed Preheater,- Shell/Tube MAWP = 305 psig @ 450 degF - Duty = 1.34 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1529,EX-92182,Heavy Naphtha to Feed Preheater,- Shell/Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1529,EX-99986,Kero to Feed Preheater,- Shell MAWP = 305 psig @ 460 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1529 Redline,EX-33219,Light Naphtha to Feed Preheater,- Shell/Tube MAWP = 305 psig @ 450 degF - Duty = 1.34 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1529 Redline,EX-92182,Heavy Naphtha to Feed Preheater,- Shell/Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1529 Redline,EX-99986,Kero to Feed Preheater,- Shell MAWP = 305 psig @ 460 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1809,EX-80996,Diesel to Feed Preheater,- Shell/Tube MAWP = 305 psig @ 650 degF - Duty = 18.9 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-1809,EX-11689,Bottoms to Feed Preheater,- Shell MAWP = 305 psig @ 650 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 29.7 MMBTU/Hr
Node 74532,"Condensate feed from Condensate feed pumps to Condensate Feed Filter/Coalescer through preheaters to Naphtha Stabilizer Column (Pumps PM-53688 A/B/C, filter FL-33219 A/B, Heat Exchanger EX- 201,202,203, 204, 205)",99-DWG-8357,T-33219,Naphtha Stabilizer Column,"Feed from 97415-1/2/3 at ambient temperature, desalter runs ~200F, desalter pressure ~140 psi, 1475 GPM maximum rate (to be confirmed). Tie in to desalter between downstream of Heat Exchanger EX-80996 and upstream of Heat Exchanger EX-11689. Coalescers are currently bypassed FL-33219A/B: - MAWP = 325 psig @ 120 degF - Capacity = 1460 GPM EX-33219: - Shell/Tube MAWP = 305 psig @ 450 degF - Duty = 1.34 MMBTU/Hr EX-92182: - Shell/Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-99986: - Shell MAWP = 305 psig @ 460 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr EX-80996: - Shell/Tube MAWP = 305 psig @ 650 degF - Duty = 18.9 MMBTU/Hr EX-11689: - Shell MAWP = 305 psig @ 650 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 29.7 MMBTU/Hr"
Node 35796,"Naphtha Stabilizer Column, Naphtha Stabilizer Reboiler, Combi Tower Feed Preheater to Combi Tower (T-33219, Heat Exchanger EX 48495, 207A/B)",99-DWG-8357,T-33219,Naphtha Stabilizer Column,- Design = 120 psig MAWP @ 375 degF - MDMT = 10 degF @ 120 psig
Node 35796,"Naphtha Stabilizer Column, Naphtha Stabilizer Reboiler, Combi Tower Feed Preheater to Combi Tower (T-33219, Heat Exchanger EX 48495, 207A/B)",99-DWG-2709,EX-48495,Naphtha Stabilizer Reboiler,"Bottoms through reboiler, heated with Therminol, Therminol flow controlled by column temperature. Bottoms feed to Combi Tower heated by Therminol (Heat Exchanger EX-11354A/B), Therminol flow controlled by Combi Tower feed temperature. T-33219: - Design = 120 psig MAWP @ 375 degF - MDMT = 10 degF @ 120 psig"
Node 35796,"Naphtha Stabilizer Column, Naphtha Stabilizer Reboiler, Combi Tower Feed Preheater to Combi Tower (T-33219, Heat Exchanger EX 48495, 207A/B)",99-DWG-2709,EX-11354,COMBI Tower Feed Preheater,"Bottoms through reboiler, heated with Therminol, Therminol flow controlled by column temperature. Bottoms feed to Combi Tower heated by Therminol (Heat Exchanger EX-11354A/B), Therminol flow controlled by Combi Tower feed temperature. T-33219: - Design = 120 psig MAWP @ 375 degF - MDMT = 10 degF @ 120 psig"
Node 35796,"Naphtha Stabilizer Column, Naphtha Stabilizer Reboiler, Combi Tower Feed Preheater to Combi Tower (T-33219, Heat Exchanger EX 48495, 207A/B)",99-DWG-2709 Redline,EX-48495,Naphtha Stabilizer Reboiler,"Bottoms through reboiler, heated with Therminol, Therminol flow controlled by column temperature. Bottoms feed to Combi Tower heated by Therminol (Heat Exchanger EX-11354A/B), Therminol flow controlled by Combi Tower feed temperature. T-33219: - Design = 120 psig MAWP @ 375 degF - MDMT = 10 degF @ 120 psig"
Node 35796,"Naphtha Stabilizer Column, Naphtha Stabilizer Reboiler, Combi Tower Feed Preheater to Combi Tower (T-33219, Heat Exchanger EX 48495, 207A/B)",99-DWG-2709 Redline,EX-11354,COMBI Tower Feed Preheater,"Bottoms through reboiler, heated with Therminol, Therminol flow controlled by column temperature. Bottoms feed to Combi Tower heated by Therminol (Heat Exchanger EX-11354A/B), Therminol flow controlled by Combi Tower feed temperature. T-33219: - Design = 120 psig MAWP @ 375 degF - MDMT = 10 degF @ 120 psig"
Node 35796,"Naphtha Stabilizer Column, Naphtha Stabilizer Reboiler, Combi Tower Feed Preheater to Combi Tower (T-33219, Heat Exchanger EX 48495, 207A/B)",99-DWG-9306,T-92182,COMBI Tower,"Bottoms through reboiler, heated with Therminol, Therminol flow controlled by column temperature. Bottoms feed to Combi Tower heated by Therminol (Heat Exchanger EX-11354A/B), Therminol flow controlled by Combi Tower feed temperature. T-33219: - Design = 120 psig MAWP @ 375 degF - MDMT = 10 degF @ 120 psig"
Node 89561,"Naphtha Stabilizer Column overhead system: Naphtha Stabilizer Condenser, Accumulator, Pumps; and Y-Grade to storage (AF-33219, PV-33219, PM-33219A/B)",99-DWG-8357,T-33219,Naphtha Stabilizer Column,"Stabilizer overhead runs at 52954-120F, 90 psig, accumulator vents to recycle compressor system AF-33219: - Design = 120 psig MAWP @ 300 degF - Design Duty = 10.7 MMBTU/Hr PV-33219: - Design = 120 psig MAWP @ 300 degF - MDMT = 10 degF @ 120 psig PM-33219A/B: - Design = 239 GPM, 15 HP, 3550 RPM - Temp = 120 degF @ 56 psi deltaP"
Node 89561,"Naphtha Stabilizer Column overhead system: Naphtha Stabilizer Condenser, Accumulator, Pumps; and Y-Grade to storage (AF-33219, PV-33219, PM-33219A/B)",99-DWG-9793,AF-33219,Naphtha Stabilizer Condenser,- Design = 120 psig MAWP @ 300 degF - Design Duty = 10.7 MMBTU/Hr
Node 89561,"Naphtha Stabilizer Column overhead system: Naphtha Stabilizer Condenser, Accumulator, Pumps; and Y-Grade to storage (AF-33219, PV-33219, PM-33219A/B)",99-DWG-9885 Redline,PM-33219A/B,Naphtha Stabilizer Overhead Pumps,"- Design = 239 GPM, 15 HP, 3550 RPM - Temp = 120 degF @ 56 psi deltaP"
Node 89561,"Naphtha Stabilizer Column overhead system: Naphtha Stabilizer Condenser, Accumulator, Pumps; and Y-Grade to storage (AF-33219, PV-33219, PM-33219A/B)",99-DWG-9885 Redline,PV-33219,Naphtha Stabilizer Accumulator,- Design = 120 psig MAWP @ 300 degF - MDMT = 10 degF @ 120 psig
Node 89561,"Naphtha Stabilizer Column overhead system: Naphtha Stabilizer Condenser, Accumulator, Pumps; and Y-Grade to storage (AF-33219, PV-33219, PM-33219A/B)",99-DWG-9885,PM-33219A/B,Naphtha Stabilizer Overhead Pumps,"- Design = 239 GPM, 15 HP, 3550 RPM - Temp = 120 degF @ 56 psi deltaP"
Node 89561,"Naphtha Stabilizer Column overhead system: Naphtha Stabilizer Condenser, Accumulator, Pumps; and Y-Grade to storage (AF-33219, PV-33219, PM-33219A/B)",99-DWG-9885,PV-33219,Naphtha Stabilizer Accumulator,- Design = 120 psig MAWP @ 300 degF - MDMT = 10 degF @ 120 psig
Node 89561,"Naphtha Stabilizer Column overhead system: Naphtha Stabilizer Condenser, Accumulator, Pumps; and Y-Grade to storage (AF-33219, PV-33219, PM-33219A/B)",99-DWG-8581,PV-13986,Y-Grade Storage Sphere,"Stabilizer overhead runs at 52954-120F, 90 psig, accumulator vents to recycle compressor system AF-33219: - Design = 120 psig MAWP @ 300 degF - Design Duty = 10.7 MMBTU/Hr PV-33219: - Design = 120 psig MAWP @ 300 degF - MDMT = 10 degF @ 120 psig PM-33219A/B: - Design = 239 GPM, 15 HP, 3550 RPM - Temp = 120 degF @ 56 psi deltaP"
Node 73897,"Combi Tower, Combi Tower Bottoms Pump, Bottoms to Feed Preheater, Bottoms Product to Desalter Was Water Heater, Bottom Product Cooler and Combi Tower Bottoms Product to Storage (T-92182, PM-80996A/B, AF-99986, Heat Exchanger EX-11689, Heat Exchanger EX-47697A/B)",40-PI-44741A,EX-47697A/B,Bottoms Product to Desalter Wash Water Heater,- Shell MAWP = 305 psig @ 650 degF
Node 73897,"Combi Tower, Combi Tower Bottoms Pump, Bottoms to Feed Preheater, Bottoms Product to Desalter Was Water Heater, Bottom Product Cooler and Combi Tower Bottoms Product to Storage (T-92182, PM-80996A/B, AF-99986, Heat Exchanger EX-11689, Heat Exchanger EX-47697A/B)",40-PI-44741A,EX-16773A/B,Bottoms Product to Desalter Wash Water Heater,"Combi Tower Bottoms - 525-560F, 9-11 psig, temperature to storage = 140-160F, product flow rate = 250- 450 GPM; bottoms product temperature controlled by turning fin fans on/off EX-11689: - Shell MAWP = 305 psig @ 650 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 29.7 MMBTU/Hr T-92182: - Design = 50 psig MAWP @ 575 degF - MDMT = -20 degF @ 50 psig PM-80996A/B: - Design = 631 GPM, 75 HP, 3550 RPM - Temp = 548 degF @ 105 psi deltaP AF-99986: - Design = 250 psig MAWP @ 625 degF - Design Duty = 49.5 MMBTU/Hr EX-47697A/B: - Shell MAWP = 305 psig @ 650 degF"
