Node_ID,Node_Text,P&ID,Equipment_Tag,Equipment_Description,Design_Conditions
Node 95328,"From PV-92182 Combi Tower Accumulator to Recycle Gas Compressor, Recycle Compressor Suction Knockout Drum, Recycle Cooler, Recycle Gas Knockout Drum, Recycle Gas Knockout Pump to Fuel Gas System, (PV-11354, AF- 208, PV-99938, PM-28116, PM- 213) (Recycle Compressor Vendor Package evaluated in Node 52650)",E000353-01-101 SHT 3,PV-82745,Lube Oil Separator Vessel,- MAWP = 150 psig @ 300 degF - MDMT = 10 degF @ 150 psig
Node 95328,"From PV-92182 Combi Tower Accumulator to Recycle Gas Compressor, Recycle Compressor Suction Knockout Drum, Recycle Cooler, Recycle Gas Knockout Drum, Recycle Gas Knockout Pump to Fuel Gas System, (PV-11354, AF- 208, PV-99938, PM-28116, PM- 213) (Recycle Compressor Vendor Package evaluated in Node 52650)",E000353-01-101 SHT 4,CMM-33219A/B,Compressor Motor,"Inlet pressure 8-12 psig to ~70 psig through compressor, liquids knocked out and returned to Stabilizer feed CM-33219A/B: - Suction P = 16 psia @ 165 degF - Discharge P = 80 psia @ 265 degF PV-82745: - MAWP = 150 psig @ 300 degF - MDMT = 10 degF @ 150 psig AF-82745: - MAWP = 150 psig @ 350 degF - MDMT = -20 degF @ 150 psig PV-11354: - MAWP = FV/100 psig @ 250 degF - MDMT = 10 degF @ 100 psig HTR-33219: - MAWP = 100 psig @ 300 degF - MDMT = -20 degF @ 100 psig EX-59044: - MAWP Shell = 150 psig @ 250 degF - MDMT Shell = -20 degF @ 150 psig - MAWP Tube = 150 psig @ 350 degF - MDMT Tube = -20 degF @ 150 psig PV-99938: - MAWP = FV/125 psig @ 250 degF - MDMT = -10 degF @ 100 psig"
Node 95328,"From PV-92182 Combi Tower Accumulator to Recycle Gas Compressor, Recycle Compressor Suction Knockout Drum, Recycle Cooler, Recycle Gas Knockout Drum, Recycle Gas Knockout Pump to Fuel Gas System, (PV-11354, AF- 208, PV-99938, PM-28116, PM- 213) (Recycle Compressor Vendor Package evaluated in Node 52650)",E000353-01-101 SHT 5,AF-82745,Gas Aftercooler,- MAWP = 150 psig @ 350 degF - MDMT = -20 degF @ 150 psig
Node 95328,"From PV-92182 Combi Tower Accumulator to Recycle Gas Compressor, Recycle Compressor Suction Knockout Drum, Recycle Cooler, Recycle Gas Knockout Drum, Recycle Gas Knockout Pump to Fuel Gas System, (PV-11354, AF- 208, PV-99938, PM-28116, PM- 213) (Recycle Compressor Vendor Package evaluated in Node 52650)",E000353-01-101 SHT 5,AF-11354,Compressor Lube Oil Cooler,"Inlet pressure 8-12 psig to ~70 psig through compressor, liquids knocked out and returned to Stabilizer feed CM-33219A/B: - Suction P = 16 psia @ 165 degF - Discharge P = 80 psia @ 265 degF PV-82745: - MAWP = 150 psig @ 300 degF - MDMT = 10 degF @ 150 psig AF-82745: - MAWP = 150 psig @ 350 degF - MDMT = -20 degF @ 150 psig PV-11354: - MAWP = FV/100 psig @ 250 degF - MDMT = 10 degF @ 100 psig HTR-33219: - MAWP = 100 psig @ 300 degF - MDMT = -20 degF @ 100 psig EX-59044: - MAWP Shell = 150 psig @ 250 degF - MDMT Shell = -20 degF @ 150 psig - MAWP Tube = 150 psig @ 350 degF - MDMT Tube = -20 degF @ 150 psig PV-99938: - MAWP = FV/125 psig @ 250 degF - MDMT = -10 degF @ 100 psig"
Node 95328,"From PV-92182 Combi Tower Accumulator to Recycle Gas Compressor, Recycle Compressor Suction Knockout Drum, Recycle Cooler, Recycle Gas Knockout Drum, Recycle Gas Knockout Pump to Fuel Gas System, (PV-11354, AF- 208, PV-99938, PM-28116, PM- 213) (Recycle Compressor Vendor Package evaluated in Node 52650)",E000353-02-102 SHT 1,PV-11354,Recycle Compressor Inlet Scrubber,- MAWP = FV/100 psig @ 250 degF - MDMT = 10 degF @ 100 psig
Node 95328,"From PV-92182 Combi Tower Accumulator to Recycle Gas Compressor, Recycle Compressor Suction Knockout Drum, Recycle Cooler, Recycle Gas Knockout Drum, Recycle Gas Knockout Pump to Fuel Gas System, (PV-11354, AF- 208, PV-99938, PM-28116, PM- 213) (Recycle Compressor Vendor Package evaluated in Node 52650)",E000353-02-102 SHT 2,PV-99938,Discharge Scrubber,- MAWP = FV/125 psig @ 250 degF - MDMT = -10 degF @ 100 psig
Node 95328,"From PV-92182 Combi Tower Accumulator to Recycle Gas Compressor, Recycle Compressor Suction Knockout Drum, Recycle Cooler, Recycle Gas Knockout Drum, Recycle Gas Knockout Pump to Fuel Gas System, (PV-11354, AF- 208, PV-99938, PM-28116, PM- 213) (Recycle Compressor Vendor Package evaluated in Node 52650)",E000353-02-102 SHT 2,PM-28116A/B,Discharge Pump,"Inlet pressure 8-12 psig to ~70 psig through compressor, liquids knocked out and returned to Stabilizer feed CM-33219A/B: - Suction P = 16 psia @ 165 degF - Discharge P = 80 psia @ 265 degF PV-82745: - MAWP = 150 psig @ 300 degF - MDMT = 10 degF @ 150 psig AF-82745: - MAWP = 150 psig @ 350 degF - MDMT = -20 degF @ 150 psig PV-11354: - MAWP = FV/100 psig @ 250 degF - MDMT = 10 degF @ 100 psig HTR-33219: - MAWP = 100 psig @ 300 degF - MDMT = -20 degF @ 100 psig EX-59044: - MAWP Shell = 150 psig @ 250 degF - MDMT Shell = -20 degF @ 150 psig - MAWP Tube = 150 psig @ 350 degF - MDMT Tube = -20 degF @ 150 psig PV-99938: - MAWP = FV/125 psig @ 250 degF - MDMT = -10 degF @ 100 psig"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-2709,EX-48495,Naphtha Stabilizer Reboiler,- Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-2709,EX-11354,COMBI Tower Feed Preheater,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-2709 Redline,EX-48495,Naphtha Stabilizer Reboiler,- Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-2709 Redline,EX-11354,COMBI Tower Feed Preheater,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-8595 Redline 2,PV-99986,Hot Oil Surge Tank,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-8595 Redline 2,PM-92182A/B/C/D,Hot Oil Circulation Pumps,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-8595 Redline,PV-99986,Hot Oil Surge Tank,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-8595 Redline,PM-92182A/B/C/D,Hot Oil Circulation Pumps,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-8595,PV-99986,Hot Oil Surge Tank,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-8595,PM-92182A/B/C/D,Hot Oil Circulation Pumps,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-1174,F-33219,Hot Oil Heater,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-4067,T-99986,Heavy Naphtha Stripper,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-4067,EX-82745,Heavy Naphtha Stripper Reboiler,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-1311,T-80996,Kero Stripper,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-1311,EX-99938,Kero Stripper Reboiler,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-6743,T-11689,Diesel Stripper,"Typically run 3 out of 4 hot oil circulation pumps. Hot oil temperature - 600F when exchangers are clean, up to 47969- 645F when exchangers are fouled Hot oil to Heat Exchanger EX-48495, Heat Exchanger EX-11354A/B, Heat Exchanger EX-99938, Heat Exchanger EX-13655 Nitrogen blanket on surge tank from N2 bottles, pressure maintained at 65724 psig EX-48495: - Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr EX-11354:"
Node 35657,"Hot Oil Heater, F-33219; hot oil system: Hot oil Surge Tank, Hot Oil Circulation Pumps, Hot oil heat exchanger (PV-99986, PM-92182), including natural gas and combustion air",99-DWG-6743,EX-13655,Diesel Stripper Reboiler,- Shell MAWP = 287 psig @ 650 degF - Tube MAWP = 276 psig @ 700 degF - Duty = 54.3 MMBTU/Hr
Node 58747,Aqueous Ammonia Heater System,99-DWG-1174,F-33219,Hot Oil Heater,"Ammonia injection into hot oil heater stack. NH3 vaporized with warmed air. 10,000 gallon storage tank of 19% aqueous NH3, filled ~ quarterly PV-76255: - Capacity = 10,000 gal PM-67967A/B: - Design = 0.5 HP @ 1750 RPM - Max Capacity = 3 GPM - Max discharge P = 100 psig BM-17647A/B: - Design = 5 HP @ 3510 RPM - Capacity = 192 CFM @ 42"" W.C. PM-24946A/B: - Design = 0.5 HP @ 1750 RPM - Max Capacity = 3 GPM - Max Discharge P = 100 psig BM-11689A/B: - Design = 5 HP @ 3510 RPM - Capacity = 192 CFM @ 42"" W.C."
Node 58747,Aqueous Ammonia Heater System,13J0010_100101,PV-76255,Ammonia Storage Tank,"- Capacity = 10,000 gal"
Node 58747,Aqueous Ammonia Heater System,13J0010_100101,PM-67967A/B,NH3 Forwarding Pump,- Design = 0.5 HP @ 1750 RPM - Max Capacity = 3 GPM - Max discharge P = 100 psig
Node 58747,Aqueous Ammonia Heater System,13J0010_100101,BM-17647A/B,Dilution Air Blower,"- Design = 5 HP @ 3510 RPM - Capacity = 192 CFM @ 42"" W.C."
Node 58747,Aqueous Ammonia Heater System,13J0039_100101,PM-24946A/B,NH3 Forwarding Pump,- Design = 0.5 HP @ 1750 RPM - Max Capacity = 3 GPM - Max Discharge P = 100 psig
Node 58747,Aqueous Ammonia Heater System,13J0039_100101,BM-11689A/B,Dilution Air Blower,"- Design = 5 HP @ 3510 RPM - Capacity = 192 CFM @ 42"" W.C."
Node 11535,Natural Gas/Fuel Gas Header,99-DWG-7054,FL-82745,Vertical Filter Separator,"Natural gas received from KM pipeline, not odorized"
Node 50901,Hydrocarbon Drain,99-DWG-8168,TK-33219,Hydrocarbon Sump,- Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal
Node 50901,Hydrocarbon Drain,99-DWG-8168,PM-43983A/B,Hydrocarbon Sump Pumps,"- Design = 250 GPM, 15 HP, 3530/3550 RPM - Temp = 75 degF @ 35 psi deltaP"
Node 73809,Wastewater Drain,99-DWG-9885 Redline,PM-33219A/B,Naphtha Stabilizer Overhead Pumps,"8000 gallon sump, pumped to TK 5, option to bypass sump directly to storm water pond (first inch goes to TK 5) TK-92182: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-33637A/B: - Design = 100 GPM, 5 HP, 3500/3530 RPM - Temp = Ambient @ 26 psi deltaP"
Node 73809,Wastewater Drain,99-DWG-9885 Redline,PV-33219,Naphtha Stabilizer Accumulator,"8000 gallon sump, pumped to TK 5, option to bypass sump directly to storm water pond (first inch goes to TK 5) TK-92182: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-33637A/B: - Design = 100 GPM, 5 HP, 3500/3530 RPM - Temp = Ambient @ 26 psi deltaP"
Node 73809,Wastewater Drain,99-DWG-9885,PM-33219A/B,Naphtha Stabilizer Overhead Pumps,"8000 gallon sump, pumped to TK 5, option to bypass sump directly to storm water pond (first inch goes to TK 5) TK-92182: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-33637A/B: - Design = 100 GPM, 5 HP, 3500/3530 RPM - Temp = Ambient @ 26 psi deltaP"
Node 73809,Wastewater Drain,99-DWG-9885,PV-33219,Naphtha Stabilizer Accumulator,"8000 gallon sump, pumped to TK 5, option to bypass sump directly to storm water pond (first inch goes to TK 5) TK-92182: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-33637A/B: - Design = 100 GPM, 5 HP, 3500/3530 RPM - Temp = Ambient @ 26 psi deltaP"
Node 73809,Wastewater Drain,99-DWG-8168,TK-33219,Hydrocarbon Sump,"8000 gallon sump, pumped to TK 5, option to bypass sump directly to storm water pond (first inch goes to TK 5) TK-92182: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-33637A/B: - Design = 100 GPM, 5 HP, 3500/3530 RPM - Temp = Ambient @ 26 psi deltaP"
Node 73809,Wastewater Drain,99-DWG-8168,PM-43983A/B,Hydrocarbon Sump Pumps,"8000 gallon sump, pumped to TK 5, option to bypass sump directly to storm water pond (first inch goes to TK 5) TK-92182: - Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal PM-33637A/B: - Design = 100 GPM, 5 HP, 3500/3530 RPM - Temp = Ambient @ 26 psi deltaP"
Node 73809,Wastewater Drain,99-DWG-9842,TK-92182,Contact Water Sump,- Design = 5 psig @ 400 degF - Nominal Capacity = 8000 gal
Node 73809,Wastewater Drain,99-DWG-9842,PM-33637A/B,Contact Water Sump Pumps,"- Design = 100 GPM, 5 HP, 3500/3530 RPM - Temp = Ambient @ 26 psi deltaP"
Node 22654,Air Compressor System,1318317146 SHT 1,CM-92182A/B,"Air Compressors A, B",- Design = 375 CFM @ 174 psig; 125 HP
Node 22654,Air Compressor System,1318317146 SHT 2,PV-59044,Air Receiver (Wet),- Design 200 psig ASME @ 400 degF; 2200 gal
Node 22654,Air Compressor System,1318317146 SHT 3,DR-33219,Air Dryer Desiccant,- Design = 181 psig @ 100 degF
Node 22654,Air Compressor System,1318317146 SHT 3,FL-80996A/B,Service Air Filter,"- Design = 102 psig @ 68 degF, 360 CFM @ 102 psi"
Node 22654,Air Compressor System,1318317146 SHT 3,FL-48495,Service Air Filter,"- Design = 102 psig @ 68 degF, 360 CFM @ 102 psi"
Node 22654,Air Compressor System,1318317146 SHT 4,FL-11354,Service Air Filter,"- Design = 102 psig @ 68 degF, 1165 CFM @ 102 psi"
Node 35613,Condensate Feed through Desalter,99-DWG-5128,EX-59524,Diesel to Feed Preheater,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-5128,EX-17647,Bottoms to Feed Preheater,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-7510,PM-77434A/B/C,Condensate Booster Pumps,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-4394,DT-81314A/B/C,Desalter Transformer,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-4394,D-81314,Condensate Desalter,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,40-PI-44741A,EX-47697A/B,Bottoms Product to Desalter Wash Water Heater,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,40-PI-44741A,EX-16773A/B,Bottoms Product to Desalter Wash Water Heater,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-7488,TK-48603,Demulsifier Chemical Storage Tank,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-7488,PM-13644A/B,Demulsifier Metering Pump,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-1809,EX-80996,Diesel to Feed Preheater,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-1809,EX-11689,Bottoms to Feed Preheater,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-1017,D-33219A/B/C,Desalter Transformer,From 41268 Desalter Project PHA.
Node 35613,Condensate Feed through Desalter,99-DWG-1017,D-33219,Condensate Desalter,From 41268 Desalter Project PHA.
Node 38536,Wash Water System,99-DWG-4394,DT-81314A/B/C,Desalter Transformer,From 41268 Desalter Project PHA. TK-73992 Treated Wash Water Storage Tank is currently bypassed. Minimum wash water flow = 1500bpd (3% of condensate feed rate). Maximum flow: 2500bpd (5%). Supplied by the city at 79029-80psig. Two wash water pumps (operationally set such that PM- 122A feeds Splitter 1 and PM-77069B feeds Splitter 2). Wash water pumps discharge at 184psig. 144psig upon entering desalter. Water is at ambient temperature (estimated high = 85F). 1hr residence time in storage tank. EX-87095A/B/C: - Shell MAWP = 305 psig @ 290 degF
Node 38536,Wash Water System,99-DWG-4394,D-81314,Condensate Desalter,From 41268 Desalter Project PHA. TK-73992 Treated Wash Water Storage Tank is currently bypassed. Minimum wash water flow = 1500bpd (3% of condensate feed rate). Maximum flow: 2500bpd (5%). Supplied by the city at 79029-80psig. Two wash water pumps (operationally set such that PM- 122A feeds Splitter 1 and PM-77069B feeds Splitter 2). Wash water pumps discharge at 184psig. 144psig upon entering desalter. Water is at ambient temperature (estimated high = 85F). 1hr residence time in storage tank. EX-87095A/B/C: - Shell MAWP = 305 psig @ 290 degF
Node 38536,Wash Water System,99-DWG-1245,EX-87095A/B/C,Wash Water to Desalter Waste Water Preheater,- Shell MAWP = 305 psig @ 290 degF
Node 38536,Wash Water System,40-PI-44741A,EX-47697A/B,Bottoms Product to Desalter Wash Water Heater,From 41268 Desalter Project PHA. TK-73992 Treated Wash Water Storage Tank is currently bypassed. Minimum wash water flow = 1500bpd (3% of condensate feed rate). Maximum flow: 2500bpd (5%). Supplied by the city at 79029-80psig. Two wash water pumps (operationally set such that PM- 122A feeds Splitter 1 and PM-77069B feeds Splitter 2). Wash water pumps discharge at 184psig. 144psig upon entering desalter. Water is at ambient temperature (estimated high = 85F). 1hr residence time in storage tank. EX-87095A/B/C: - Shell MAWP = 305 psig @ 290 degF
Node 38536,Wash Water System,40-PI-44741A,EX-16773A/B,Bottoms Product to Desalter Wash Water Heater,From 41268 Desalter Project PHA. TK-73992 Treated Wash Water Storage Tank is currently bypassed. Minimum wash water flow = 1500bpd (3% of condensate feed rate). Maximum flow: 2500bpd (5%). Supplied by the city at 79029-80psig. Two wash water pumps (operationally set such that PM- 122A feeds Splitter 1 and PM-77069B feeds Splitter 2). Wash water pumps discharge at 184psig. 144psig upon entering desalter. Water is at ambient temperature (estimated high = 85F). 1hr residence time in storage tank. EX-87095A/B/C: - Shell MAWP = 305 psig @ 290 degF
Node 38536,Wash Water System,99-DWG-4352,PK-40559,Water Softening System,From 41268 Desalter Project PHA. TK-73992 Treated Wash Water Storage Tank is currently bypassed. Minimum wash water flow = 1500bpd (3% of condensate feed rate). Maximum flow: 2500bpd (5%). Supplied by the city at 79029-80psig. Two wash water pumps (operationally set such that PM- 122A feeds Splitter 1 and PM-77069B feeds Splitter 2). Wash water pumps discharge at 184psig. 144psig upon entering desalter. Water is at ambient temperature (estimated high = 85F). 1hr residence time in storage tank. EX-87095A/B/C: - Shell MAWP = 305 psig @ 290 degF
Node 38536,Wash Water System,99-DWG-4352,TK-76255,Brine Day Tank,From 41268 Desalter Project PHA. TK-73992 Treated Wash Water Storage Tank is currently bypassed. Minimum wash water flow = 1500bpd (3% of condensate feed rate). Maximum flow: 2500bpd (5%). Supplied by the city at 79029-80psig. Two wash water pumps (operationally set such that PM- 122A feeds Splitter 1 and PM-77069B feeds Splitter 2). Wash water pumps discharge at 184psig. 144psig upon entering desalter. Water is at ambient temperature (estimated high = 85F). 1hr residence time in storage tank. EX-87095A/B/C: - Shell MAWP = 305 psig @ 290 degF
